AUDIOTEXT,Trigger,segment,tmin,Order,tmax,cfg.bu,islexical,wordlength,logfreq
passage,1,7,47.75368219,1289,48.420183,3,1,0.7183,9.1
into,1,7,48.65164119,1290,48.899095,1,0,0.2993,13.24
the,1,7,48.95096119,1291,49.078083,1,0,0.179,16.96
loveliest,1,7,49.12994919,1292,49.928703,1,1,0.8506,3.95
garden,1,7,49.98056919,1293,50.287938,2,1,0.3593,9.33
you,1,7,50.33980419,1294,50.455557,2,0,0.1676,15.43
ever,1,7,50.57926019,1295,50.817479,2,0,0.2901,12.07
saw,1,7,50.86934519,1296,51.209843,10,1,0.3924,11.37
How,1,7,52.20755919,1297,52.299367,2,0,0.1437,13.52
she,1,7,52.35123319,1298,52.530902,2,0,0.2315,13.1
longed,1,7,52.58276819,1299,53.005761,1,1,0.4749,6.21
to,1,7,53.05762719,1300,53.101544,1,0,0.0958,16.35
get,1,7,53.15341019,1301,53.293108,1,1,0.1916,13.79
out,1,7,53.34497419,1302,53.448755,2,0,0.1556,13.9
of,1,7,53.50062119,1303,53.568483,1,0,0.1197,16.21
that,1,7,53.62034919,1304,53.748074,1,0,0.1796,15.48
dark,1,7,53.79994019,1305,54.143176,1,1,0.3951,11.17
hall,1,7,54.19504219,1306,54.610115,4,1,0.467,10.42
and,1,7,54.66198119,1307,54.789707,1,0,0.1796,16.19
wander,1,7,54.84157319,1308,55.222645,1,1,0.4329,7.83
about,1,7,55.27451119,1309,55.627802,1,0,0.4051,14.08
among,1,7,55.67966819,1310,55.96304,1,1,0.3353,11.01
those,1,7,56.01490619,1311,56.250387,1,0,0.2873,12.94
beds,1,7,56.32619919,1312,56.633517,2,1,0.3592,7.79
of,1,7,56.68538319,1313,56.741272,1,0,0.1077,16.21
bright,1,7,56.82905619,1314,57.100455,1,1,0.3233,9.53
flowers,1,7,57.17626719,1315,57.746986,2,1,0.6226,9
and,1,7,57.79885219,1316,57.854741,1,0,0.1078,16.19
those,1,7,57.90660719,1317,58.070251,13,0,0.2155,12.94
cool,1,7,58.22987219,1318,58.465353,1,1,0.2873,10.81
fountains,1,7,58.51721919,1319,59.315421,5,1,0.8501,6.1
but,1,7,59.98987219,1320,60.069707,1,0,0.1317,14.57
she,1,7,60.12157319,1321,60.249299,2,0,0.1795,13.1
could,1,7,60.30116519,1322,60.500727,1,0,0.2515,13.21
not,1,7,60.55259319,1323,60.694071,1,0,0.1933,14.77
even,1,7,60.74593719,1324,60.967666,2,0,0.2736,13.1
get,1,7,61.01953219,1325,61.123313,1,1,0.1557,13.79
her,1,7,61.17517919,1326,61.24304,1,0,0.1197,13.3
head,1,7,61.29490619,1327,61.623971,2,1,0.3809,11.6
though,1,7,61.67583719,1328,61.793789,1,0,0.1698,12.63
the,1,7,61.84565519,1329,61.913517,1,0,0.1198,16.96
doorway,1,7,61.96538319,1330,62.476238,7,1,0.5627,7.41
and,1,8,0.342,1331,0.469775,1,0,0.1278,16.19
even,1,8,0.453316684,1332,0.713157,1,0,0.2434,13.1
if,1,8,0.696698684,1333,0.892749,1,0,0.1796,14.65
my,1,8,0.960099684,1334,1.084313,1,0,0.1077,14.39
head,1,8,1.067854684,1335,1.407579,2,1,0.3233,11.6
would,1,8,1.391120684,1336,1.599143,1,0,0.1915,14.06
go,1,8,1.582684684,1337,1.802358,1,1,0.2033,12.92
through,1,8,1.785899684,1338,2.521048,4,0,0.7187,12.63
thought,1,8,2.504589684,1339,2.796422,1,1,0.2753,12.07
poor,1,8,2.779963684,1340,3.05989,1,1,0.2635,10.89
Alice,1,8,3.043431684,1341,3.634517,6,1,0.5746,8.65
it,1,8,4.204725684,1342,4.305797,2,0,0.0846,15.37
would,1,8,4.289338684,1343,4.496558,1,0,0.1908,14.06
be,1,8,4.480099684,1344,4.688123,1,0,0.1915,14.95
of,1,8,4.671664684,1345,4.819824,1,0,0.1317,16.21
very,1,8,4.839283684,1346,5.296301,1,1,0.4406,13.28
little,1,8,5.279842684,1347,5.645946,2,1,0.3497,12.57
use,1,8,5.629487684,1348,5.945266,3,1,0.2993,13.43
without,1,8,5.928807684,1349,6.256558,1,1,0.3113,12.45
my,1,8,6.240099684,1350,6.328395,1,0,0.0718,14.39
shoulders,1,8,6.311936684,1351,7.118599,7,1,0.7902,8.96
Oh,1,8,7.545133684,1352,7.693293,2,0,0.1317,11.64
how,1,8,7.676834684,1353,7.872885,2,0,0.1796,13.52
I,1,8,7.856426684,1354,7.98064,2,0,0.1077,15.79
wish,1,8,7.964181684,1355,8.267987,1,1,0.2874,11.22
I,1,8,8.251528684,1356,8.351796,6,0,0.0838,15.79
could,1,8,8.335337684,1357,8.503178,1,0,0.1514,13.21
shut,1,8,8.486719684,1358,8.796737,1,1,0.2935,9.89
up,1,8,8.780278684,1359,8.974381,2,0,0.1777,13.74
like,1,8,8.957922684,1360,9.099756,1,0,0.1254,13.87
a,1,8,9.083297684,1361,9.153973,1,0,0.0542,16.18
telescope,1,8,9.137514684,1362,9.968123,7,1,0.8141,8.11
I,1,8,10.53833168,1363,10.662545,2,0,0.1077,15.79
think,1,8,10.64608668,1364,10.982004,1,1,0.3195,13.39
I,1,8,10.96554568,1365,11.117511,2,0,0.1355,15.79
could,1,8,11.10105268,1366,11.764041,1,0,0.6465,13.21
if,1,8,11.74758268,1367,11.957607,1,0,0.1936,14.65
I,1,8,11.94114868,1368,12.114,2,0,0.1564,15.79
only,1,8,12.09754168,1369,12.422545,2,1,0.3085,13.63
know,1,8,12.40608668,1370,12.590164,1,1,0.1677,10.94
how,1,8,12.57370568,1371,12.769756,2,0,0.1796,13.52
to,1,8,12.75329768,1372,12.925106,1,0,0.1553,16.35
begin,1,8,12.90864768,1373,13.686985,14,1,0.7619,11.02
For,1,8,14.40554168,1374,14.589619,1,0,0.1676,15.42
you,1,8,14.57316068,1375,14.72132,2,0,0.1317,15.43
see,1,8,14.70486168,1376,15.188259,4,1,0.467,13.27
so,1,8,15.29152868,1377,15.619279,1,1,0.3113,14.05
many,1,8,15.60282068,1378,15.954517,2,1,0.3352,13.07
out,1,8,15.93805868,1379,16.116079,1,0,0.1616,13.9
of,1,8,16.09962068,1380,16.253837,1,0,0.1377,16.21
the,1,8,16.23737868,1381,16.349619,1,0,0.0958,16.96
way,1,8,16.33316068,1382,16.605239,1,1,0.2556,13.1
things,1,8,16.58878068,1383,16.936286,4,1,0.3311,12.48
had,1,8,16.91982768,1384,17.056014,1,0,0.1197,13.53
happened,1,8,17.03955568,1385,17.558871,1,1,0.5029,10.95
lately,1,8,17.54241268,1386,17.977919,2,1,0.419,9.49
that,1,8,18.36853568,1387,18.506967,1,0,0.122,15.48
Alice,1,8,18.49050868,1388,18.923769,2,1,0.4168,8.65
had,1,8,18.90731068,1389,19.05547,1,0,0.1317,13.53
begun,1,8,19.03901168,1390,19.426626,1,1,0.3711,8.9
to,1,8,19.41016768,1391,19.498463,1,0,0.0719,16.35
think,1,8,19.48200468,1392,19.78581,1,1,0.2873,13.39
that,1,8,19.76935168,1393,19.941456,1,0,0.1557,15.48
very,1,8,19.92499768,1394,20.264722,1,1,0.3232,13.28
few,1,8,20.24826368,1395,20.568862,2,1,0.3042,12.49
things,1,8,20.55240368,1396,20.947171,2,1,0.3783,12.48
indeed,1,8,20.93071268,1397,21.462,2,1,0.5148,9.55
were,1,8,21.44554168,1398,21.605674,1,0,0.1437,13.41
really,1,8,21.58921568,1399,21.988803,1,1,0.3831,12.89
impossible,1,8,21.97234468,1400,22.79098,16,1,0.8022,10.21
There,1,8,23.78023568,1401,24.024177,2,0,0.2275,14.09
seemed,1,8,24.00771868,1402,24.419279,1,1,0.3951,10.54
to,1,8,24.40282068,1403,24.491116,1,0,0.0718,16.35
be,1,8,24.47465768,1404,24.658735,1,0,0.1676,14.95
no,1,8,24.64227668,1405,24.826354,1,0,0.1677,13.96
use,1,8,24.80989568,1406,25.209483,2,1,0.3831,13.43
in,1,8,25.19302468,1407,25.353157,1,0,0.1437,15.9
waiting,1,8,25.33669868,1408,25.688395,1,1,0.3352,10.55
by,1,8,25.67193668,1409,25.87996,1,0,0.1916,14.4
the,1,8,25.86350168,1410,25.999688,1,0,0.1197,16.96
little,1,8,25.98322968,1411,26.287034,1,1,0.2873,12.57
door,1,8,26.27057568,1412,26.682136,12,1,0.3951,10.89
so,1,8,27.04880768,1413,27.184994,1,0,0.1197,14.05
she,1,8,27.16853568,1414,27.364585,2,0,0.1796,13.1
went,1,8,27.34812668,1415,27.616014,1,1,0.2514,11.66
back,1,8,27.59955568,1416,27.891388,2,1,0.2754,12.88
to,1,8,27.87492968,1417,27.987171,1,0,0.0958,16.35
the,1,8,27.97071268,1418,28.094926,1,0,0.1077,16.96
table,1,8,28.07846768,1419,28.657647,3,1,0.5628,10.93
half,1,8,28.91656268,1420,29.172477,2,0,0.2395,11.18
hoping,1,8,29.15601868,1421,29.543633,1,1,0.3711,9.79
she,1,8,29.52717468,1422,29.723225,2,0,0.1796,13.1
might,1,8,29.70676668,1423,29.986626,1,0,0.2634,12.53
find,1,8,29.97016768,1424,30.250028,1,1,0.2634,12.84
another,1,8,30.23356968,1425,30.617804,1,1,0.3678,12.56
key,1,8,30.60134568,1426,30.888358,2,1,0.2706,11.47
on,1,8,30.87189968,1427,31.088123,1,0,0.1997,15.08
it,1,8,31.07166468,1428,31.243769,4,0,0.1557,15.37
or,1,8,31.56254868,1429,31.781462,1,0,0.2025,14.78
at,1,8,31.76500368,1430,31.866354,1,0,0.0849,14.5
any,1,8,31.84989568,1431,32.165674,1,0,0.2993,13.95
rate,1,8,32.14921568,1432,32.476966,3,1,0.3113,11.38
a,1,8,32.46050768,1433,32.571479,1,0,0.0945,16.18
book,1,8,32.55502068,1434,32.812205,2,1,0.2407,12.16
of,1,8,32.79574668,1435,32.967851,1,0,0.1557,16.21
rules,1,8,32.95139268,1436,33.386898,5,1,0.419,11.29
for,1,8,33.37043968,1437,33.482681,1,0,0.0958,15.42
shutting,1,8,33.46622268,1438,33.901728,1,1,0.419,7.6
people,1,8,33.88526968,1439,34.263257,2,1,0.3616,13.55
up,1,8,34.24679868,1440,34.440504,2,0,0.1772,13.74
like,1,8,34.42404568,1441,34.644041,1,1,0.2035,13.87
telescopes,1,8,34.62758268,1442,35.518055,16,1,0.8741,6.9
this,1,8,36.50731068,1443,36.799143,1,0,0.2753,14.99
time,1,8,36.78268468,1444,37.206218,2,1,0.4071,13.58
she,1,8,37.18975968,1445,37.397783,2,0,0.1916,13.1
found,1,8,37.38132468,1446,37.712097,1,1,0.3143,12.21
a,1,8,37.69563868,1447,37.840776,1,0,0.1287,16.18
little,1,8,37.82431768,1448,38.092205,1,1,0.2514,12.57
bottle,1,8,38.20744668,1449,38.654926,2,1,0.431,9.83
on,1,8,38.63846768,1450,38.860604,1,0,0.2057,15.08
it,1,8,38.84414568,1451,39.066224,6,0,0.2056,15.37
which,1,8,39.89560968,1452,40.067715,2,0,0.1556,13.8
certainly,1,8,40.05125668,1453,40.6903,2,1,0.6226,11.19
was,1,8,40.67384168,1454,40.913841,1,0,0.2235,14.56
not,1,8,40.89738268,1455,41.396694,1,0,0.4829,14.77
here,1,8,41.38023568,1456,41.659815,1,0,0.2631,13.08
before,1,8,41.64335668,1457,42.389227,6,1,0.7294,12.75
said,1,8,42.48531868,1458,42.711727,1,1,0.2099,12.77
Alice,1,8,42.69526868,1459,43.671524,5,1,0.9598,8.65
and,1,8,43.65506568,1460,43.803225,1,0,0.1317,16.19
,99,,,1461,,,1,0,9.33
round,1,8,43.78676668,1462,44.042681,2,1,0.2395,10.76
the,1,8,44.02622268,1463,44.114517,1,0,0.0718,16.96
neck,1,8,44.09805868,1464,44.394597,2,1,0.2801,9.61
of,1,8,44.37813868,1465,44.521592,1,0,0.127,16.21
the,1,8,44.50513368,1466,44.617375,1,0,0.0958,16.96
bottle,1,8,44.60091668,1467,45.000504,4,1,0.3831,9.83
was,1,8,44.98404568,1468,45.165134,1,0,0.1646,14.56
a,1,8,45.14867568,1469,45.216014,1,0,0.0509,16.18
paper,1,8,45.19955568,1470,45.635062,1,1,0.4191,11.07
label,1,8,45.61860368,1471,46.078055,2,1,0.443,10.04
with,1,8,46.21724268,1472,46.389347,1,0,0.1557,14.97
the,1,8,46.37288868,1473,46.48513,1,0,0.0957,16.96
words,1,8,46.46867168,1474,46.904177,2,1,0.4191,11.51
drink,1,8,47.09125668,1475,47.490785,1,1,0.3831,9.9
me,1,8,47.47432668,1476,47.790164,2,0,0.2994,14.08
beautifully,1,8,48.13288868,1477,48.834091,2,1,0.6847,7.79
printed,1,8,48.81763268,1478,49.214926,1,1,0.3808,9.93
on,1,8,49.19846768,1479,49.429308,1,0,0.2144,15.08
it,1,8,49.41284968,1480,49.526218,3,0,0.0969,15.37
in,1,8,49.50975968,1481,49.701322,1,0,0.1751,15.9
large,1,8,49.68486368,1482,50.112885,1,1,0.4116,11.81
letters,1,8,50.09642668,1483,50.699551,11,1,0.5867,10.4
It,1,8,51.05424968,1484,51.274245,2,0,0.2036,15.37
was,1,8,51.25778668,1485,51.445247,1,0,0.171,14.56
all,1,8,51.42878868,1486,51.729211,1,0,0.2839,14.35
very,1,8,51.71275268,1487,52.088395,1,1,0.3592,13.28
well,1,8,52.07193668,1488,52.339824,1,1,0.2514,13.22
to,1,8,52.32336568,1489,52.401924,1,0,0.0621,16.35
say,1,8,52.38546568,1490,52.696036,1,1,0.2941,12.79
Drink,1,8,52.67957768,1491,53.089962,1,1,0.394,9.9
me,1,8,53.07350368,1492,53.465266,10,0,0.3753,14.08
but,1,8,53.44880768,1493,53.596966,1,0,0.1317,14.57
the,1,8,53.58050768,1494,53.704722,1,0,0.1077,16.96
wise,1,8,53.68826368,1495,54.219551,1,1,0.5149,9.51
little,1,8,54.20309268,1496,54.465734,1,1,0.2461,12.57
Alice,1,8,54.44927568,1497,54.925946,2,1,0.4603,8.65
was,1,8,54.90948768,1498,55.08476,1,0,0.1588,14.56
not,1,8,55.06830168,1499,55.309075,1,0,0.2243,14.77
going,1,8,55.29261668,1500,55.560504,1,0,0.2514,12.63
to,1,8,55.54404568,1501,55.680232,1,0,0.1197,16.35
do,1,8,55.66377368,1502,55.871796,1,1,0.1916,14.12
that,1,8,55.85533768,1503,56.207034,2,0,0.3352,15.48
in,1,8,56.19057568,1504,56.382612,1,0,0.1756,15.9
a,1,8,56.36615368,1505,56.460532,1,0,0.0779,16.18
hurry,1,8,56.44407368,1506,56.937375,12,1,0.4769,8.54
No,1,9,0.432017422,1507,0.893912,2,0,0.4789,13.96
I,1,9,1.046814784,1508,1.237155,2,0,0.1517,15.79
ll,1,9,1.198493784,1509,1.432687,1,0,0.1955,14.35
look,1,9,1.394025784,1510,1.791871,1,1,0.3592,12.44
first,1,9,1.753209784,1511,2.172502,5,1,0.3806,13.16
she,1,9,2.133840784,1512,2.39051,2,0,0.218,13.1
said,1,9,2.351848784,1513,2.74824,2,1,0.3578,12.77
and,1,9,2.709578784,1514,2.828324,1,0,0.0801,16.19
see,1,9,2.789662784,1515,3.156769,1,1,0.3284,13.27
whether,1,9,3.118107784,1516,3.480034,1,0,0.3233,11.63
it,1,9,3.441372784,1517,3.57018,2,0,0.0901,15.37
s,1,9,3.531518784,1518,3.659626,1,0,0.0895,15.68
marked,1,9,3.620964784,1519,3.972502,1,1,0.3128,9.64
poison,1,9,3.980148784,1520,4.508925,4,1,0.4902,8.54
or,1,9,4.470263784,1521,4.630133,1,0,0.1212,14.78
not,1,9,4.591471784,1522,5.00025,6,0,0.3701,14.77
for,1,9,5.488719784,1523,5.623163,1,0,0.0958,15.42
she,1,9,5.584501784,1524,5.843773,2,0,0.2206,13.1
had,1,9,5.805111784,1525,6.030238,1,0,0.1865,13.53
read,1,9,5.991576784,1526,6.257721,1,1,0.2275,12.58
several,1,9,6.219059784,1527,6.78666,1,1,0.5289,12.05
nice,1,9,6.747998784,1528,7.107789,1,1,0.3211,11.64
little,1,9,7.069127784,1529,7.347245,1,1,0.2395,12.57
histories,1,9,7.308583784,1530,7.996575,2,1,0.6493,10.6
about,1,9,7.957913784,1531,8.305068,1,0,0.3085,14.08
children,1,9,8.266406784,1532,8.749795,2,1,0.4447,11.47
who,1,9,8.711133784,1533,8.849393,2,0,0.0996,13.74
’d,1,9,8.810731784,1534,8.915652,,0,0.0663,13.53
gotten,1,9,8.876990784,1535,9.358674,1,0,0.443,12.61
burnt,1,9,9.320012784,1536,9.753776,9,1,0.3951,7.8
and,1,9,10.15810778,1537,10.364388,1,0,0.1676,16.19
eaten,1,9,10.32572678,1538,10.655298,1,1,0.2909,8.36
up,1,9,10.61663678,1539,10.867245,2,0,0.212,13.74
by,1,9,10.82858378,1540,11.046837,1,0,0.1796,14.4
wild,1,9,11.00817578,1541,11.453912,1,1,0.407,10.08
beasts,1,9,11.41525078,1542,11.992687,2,1,0.5388,8.13
and,1,9,11.95402578,1543,12.076522,1,0,0.0839,16.19
other,1,9,12.03786078,1544,12.344911,1,0,0.2683,13.71
unpleasant,1,9,12.30624978,1545,12.938538,1,1,0.5937,8.02
things,1,9,12.89987678,1546,13.393503,9,1,0.4549,12.48
all,1,9,13.70205278,1547,13.968197,1,0,0.2274,14.35
because,1,9,13.92953578,1548,14.351327,1,0,0.3832,13.13
they,1,9,14.31266578,1549,14.518946,2,0,0.1676,14.3
would,1,9,14.48028478,1550,14.949966,1,0,0.431,14.06
not,1,9,14.91130478,1551,15.177449,1,0,0.2275,14.77
remember,1,9,15.13878778,1552,15.620442,1,1,0.443,11.87
the,1,9,15.58178078,1553,15.716225,1,0,0.0958,16.96
simple,1,9,15.67756378,1554,16.314864,1,1,0.5986,11.35
rules,1,9,16.27620278,1555,16.745884,7,1,0.431,11.29
their,1,9,16.70722278,1556,16.889558,1,0,0.1437,13.65
friends,1,9,16.85089678,1557,17.236769,2,1,0.3472,11.26
had,1,9,17.19810778,1558,17.344524,1,0,0.1078,13.53
taught,1,9,17.30586278,1559,17.643844,1,1,0.2993,9.83
them,1,9,17.65307378,1560,18.003027,6,0,0.3113,13.59
such,1,9,18.37144078,1561,18.74534,1,0,0.3353,12.82
as,1,9,18.70667878,1562,19.236225,1,0,0.4909,14.79
that,1,9,19.52082878,1563,19.694256,4,0,0.1348,15.48
a,1,9,19.65559478,1564,19.772176,1,0,0.0779,16.18
red,1,9,19.73351478,1565,20.062347,1,1,0.2902,11.55
hot,1,9,20.02368578,1566,20.361667,1,1,0.2993,10.85
poker,1,9,20.39484178,1567,20.816633,2,1,0.3832,8.42
will,1,9,20.77797178,1568,21.056089,1,0,0.2394,14.35
burn,1,9,21.01742778,1569,21.463163,1,1,0.4071,9.43
you,1,9,21.42450178,1570,21.642755,2,0,0.1796,15.43
if,1,9,21.60409378,1571,21.798401,1,0,0.1556,14.65
you,1,9,21.75973978,1572,21.966021,2,0,0.1677,15.43
hold,1,9,21.92735978,1573,22.219339,1,1,0.2533,11.17
it,1,9,22.18067778,1574,22.377342,2,0,0.158,15.37
too,1,9,22.33868078,1575,22.587292,1,1,0.2099,12.87
long,1,9,22.54863078,1576,23.007653,10,1,0.4204,12.52
and,1,9,23.23239378,1577,23.462619,1,0,0.1916,16.19
that,1,9,23.42395778,1578,23.59432,1,0,0.1317,15.48
if,1,9,23.55565878,1579,23.714048,1,0,0.1197,14.65
you,1,9,23.67538678,1580,23.833776,2,0,0.1197,15.43
cut,1,9,23.79511478,1581,24.10915,1,1,0.2754,11.5
your,1,9,24.07048878,1582,24.252823,1,0,0.1437,14.35
finger,1,9,24.21416178,1583,24.62398,2,1,0.3711,10.53
very,1,9,24.58531878,1584,25.114864,1,1,0.4909,13.28
deeply,1,9,25.07620278,1585,25.533912,2,1,0.419,8.98
with,1,9,25.49525078,1586,25.730597,1,0,0.1967,14.97
a,1,9,25.69193578,1587,25.78534,1,0,0.0548,16.18
knife,1,9,25.74667878,1588,26.160514,6,1,0.3752,8.87
it,1,9,26.12185278,1589,26.276225,2,0,0.1157,15.37
usually,1,9,26.23756378,1590,26.719218,2,1,0.443,11.57
bleeds,1,9,26.68055678,1591,27.32983,6,1,0.6106,6.25
and,1,9,27.87783578,1592,28.025447,1,0,0.109,16.19
she,1,9,27.98678578,1593,28.205094,2,0,0.1796,13.1
had,1,9,28.16643278,1594,28.324138,1,0,0.1191,13.53
never,1,9,28.28547678,1595,28.682755,2,0,0.3586,12.62
forgotten,1,9,28.64409378,1596,29.293367,1,1,0.6106,9.31
that,1,9,29.25470578,1597,29.496905,1,0,0.2035,15.48
if,1,9,29.45824378,1598,29.640578,1,0,0.1437,14.65
you,1,9,29.60191678,1599,29.784252,2,0,0.1437,15.43
drink,1,9,29.74559078,1600,30.143435,1,1,0.3592,9.9
much,1,9,30.14069278,1601,30.502619,1,1,0.3233,13.09
from,1,9,30.46395778,1602,30.639371,1,0,0.1367,14.45
a,1,9,30.60070978,1603,30.706469,1,0,0.0671,16.18
bottle,1,9,30.66780778,1604,31.089286,1,1,0.3828,9.83
marked,1,9,31.05062478,1605,31.480484,1,1,0.3912,9.64
poison,1,9,31.44182278,1606,31.987245,7,1,0.5068,8.54
it,1,9,32.34368578,1607,32.480989,2,0,0.0986,15.37
’s,1,9,32.44232778,1608,32.562698,1,0,0.0817,15.68
almost,1,9,32.52403678,1609,33.016905,1,1,0.4542,11.62
certain,1,9,32.97824378,1610,33.400034,2,1,0.3832,11.31
to,1,9,33.36137278,1611,33.531735,1,0,0.1317,16.35
disagree,1,9,33.49307378,1612,34.082483,1,1,0.5507,10.15
with,1,9,34.04382178,1613,34.250102,1,0,0.1676,14.97
you,1,9,34.21144078,1614,34.417721,6,0,0.1677,15.43
sooner,1,9,34.37905978,1615,34.824796,1,1,0.407,8.91
or,1,9,34.78613478,1616,34.920578,1,0,0.0958,14.78
later,1,9,34.88191678,1617,35.476624,9,1,0.5561,11.59
However,1,9,36.83348178,1618,37.315136,2,0,0.443,12.35
this,1,9,37.27647478,1619,37.578538,1,0,0.2634,14.99
bottle,1,9,37.53987678,1620,37.901803,2,1,0.3232,9.83
was,1,9,37.86314178,1621,38.092613,1,0,0.1909,14.56
not,1,9,38.05395178,1622,38.440578,1,0,0.3479,14.77
marked,1,9,38.40191678,1623,38.803905,1,1,0.3633,9.64
poison,1,9,38.76524378,1624,39.554048,2,1,0.7502,8.54
so,1,9,39.51538678,1625,39.756253,1,0,0.2022,14.05
Alice,1,9,39.71759178,1626,40.200578,1,1,0.4443,8.65
ventured,1,9,40.16191678,1627,40.559762,1,1,0.3592,6.39
to,1,9,40.52110078,1628,40.667517,1,0,0.1078,16.35
taste,1,9,40.62885578,1629,41.11051,1,1,0.4429,9.89
it,1,9,41.07184878,1630,41.254184,5,0,0.1437,15.37
and,1,9,41.65851578,1631,41.876769,1,0,0.1796,16.19
finding,1,9,41.83810778,1632,42.319762,1,1,0.443,10.39
it,1,9,42.28110078,1633,42.523299,2,0,0.2035,15.37
very,1,9,42.48463778,1634,42.966293,1,1,0.443,13.28
nice,1,9,42.92763178,1635,43.612823,13,1,0.6466,11.64
it,1,9,43.77769978,1636,43.959474,2,0,0.1431,15.37
had,1,9,43.92081278,1637,44.355136,1,1,0.3957,13.53
in,1,9,44.31647478,1638,44.534728,1,0,0.1796,15.9
fact,1,9,44.49606678,1639,44.989694,4,1,0.4549,12.13
a,1,9,45.05878778,1640,45.160731,1,0,0.0633,16.18
sort,1,9,45.12206978,1641,45.456454,2,1,0.2957,11.28
of,1,9,45.41779278,1642,45.576361,1,0,0.1199,16.21
mixed,1,9,45.59756378,1643,46.031327,1,1,0.3951,9.62
flavor,1,9,45.99266578,1644,46.562476,2,1,0.5311,7.2
of,1,9,46.52381478,1645,46.665884,1,0,0.1034,16.21
cherry,1,9,46.69905978,1646,47.264524,1,1,0.5268,8.38
tart,1,9,47.22586278,1647,47.755408,1,1,0.4908,6.35
custard,1,9,48.21960378,1648,49.012551,1,1,0.7543,6.25
pineapple,1,9,48.97388978,1649,49.99432,1,1,0.9818,6.46
roast,1,9,49.95565878,1650,50.389422,1,1,0.3951,7.3
turkey,1,9,50.35076078,1651,50.880306,1,1,0.4908,9.53
toffee,1,9,50.84164478,1652,51.445177,2,1,0.5649,12.9180065
and,1,9,51.40651578,1653,51.610646,1,0,0.1655,16.19
hot,1,9,51.57198478,1654,51.874048,1,1,0.2634,10.85
buttered,1,9,51.83538678,1655,52.241137,1,1,0.3671,5.75
toast,1,9,52.20247578,1656,52.855834,10,1,0.6147,8.03
she,1,9,53.83484178,1657,54.124932,2,0,0.2515,13.1
very,1,9,54.08627078,1658,54.436225,1,1,0.3113,13.28
soon,1,9,54.39756378,1659,54.903163,2,1,0.4669,11.41
finished,1,9,55.04409378,1660,55.462562,1,1,0.3798,10.05
it,1,9,55.42390078,1661,55.575112,2,0,0.1125,15.37
off,1,9,55.53645078,1662,56.028606,5,0,0.4535,12.65
What,1,10,1.051980798,1663,1.160767,2,0,0.1277,14.1
a,1,10,1.160767,1664,1.308375,1,0,0.1476,16.18
curious,1,10,1.308375,1665,2.14647,1,1,0.8381,9.92
feeling,1,10,2.14647,1666,2.787119,2,1,0.6407,10.53
said,1,10,2.787119,1667,3.069088,1,1,0.282,12.77
Alice,1,10,3.069088,1668,3.604381,5,1,0.5353,8.65
I,1,10,3.670205,1669,3.810893,2,0,0.1407,15.79
must,1,10,3.810893,1670,4.110007,1,1,0.2991,12.63
be,1,10,4.110007,1671,4.193817,1,0,0.0838,14.95
shutting,1,10,4.193817,1672,4.602269,1,1,0.4084,7.6
up,1,10,4.602269,1673,4.780483,2,0,0.1783,13.74
like,1,10,4.780483,1674,4.907454,1,0,0.1269,13.87
a,1,10,4.907454,1675,5.004853,1,0,0.0974,16.18
telescope,1,10,5.004853,1676,5.654497,8,1,0.6497,8.11
And,1,10,6.456674,1677,6.616548,1,0,0.1599,16.19
so,1,10,6.616548,1678,6.895759,2,0,0.2792,14.05
it,1,10,6.895759,1679,7.007422,2,0,0.1117,15.37
was,1,10,7.007422,1680,7.246878,1,0,0.2395,14.56
indeed,1,10,7.246878,1681,7.749735,5,1,0.5028,9.55
she,1,10,8.24062,1682,8.396266,2,0,0.1556,13.1
was,1,10,8.396266,1683,8.575858,1,0,0.1796,14.56
now,1,10,8.575858,1684,8.851232,1,1,0.2754,13.3
only,1,10,8.851232,1685,9.078715,1,1,0.2275,13.63
ten,1,10,9.078715,1686,9.354089,1,1,0.2754,10.57
inches,1,10,9.354089,1687,9.737218,3,1,0.3831,9.55
high,1,10,9.737218,1688,10.048511,4,1,0.3113,12.13
and,1,10,10.371776,1689,10.52606,1,0,0.1543,16.19
her,1,10,10.52606,1690,10.623205,1,0,0.0972,13.3
face,1,10,10.623205,1691,11.042252,2,1,0.419,11.26
brightened,1,10,11.042252,1692,11.395356,1,1,0.3531,5.31
up,1,10,11.395356,1693,11.581028,2,0,0.1857,13.74
at,1,10,11.581028,1694,11.688783,1,0,0.1078,14.5
the,1,10,11.688783,1695,11.808511,1,0,0.1197,16.96
thought,1,10,11.856402,1696,12.167694,3,1,0.3113,12.07
that,1,10,12.167694,1697,12.335313,1,0,0.1676,15.48
she,1,10,12.335313,1698,12.514905,2,0,0.1796,13.1
was,1,10,12.514905,1699,12.742388,1,0,0.2275,14.56
now,1,10,12.742388,1700,12.969871,2,1,0.2274,13.3
the,1,10,12.969871,1701,13.13749,1,0,0.1677,16.96
right,1,10,13.13749,1702,13.364973,1,1,0.2274,12.87
size,1,10,13.364973,1703,13.772048,2,1,0.4071,11.58
for,1,10,13.772048,1704,13.891776,1,0,0.1197,15.42
going,1,10,13.891776,1705,14.286878,1,1,0.3952,12.63
through,1,10,14.286878,1706,14.514361,1,0,0.2274,12.63
the,1,10,14.514361,1707,14.598171,1,0,0.0838,16.96
little,1,10,14.598171,1708,14.933409,1,1,0.3353,12.57
