Word,Trigger,Segment,onset,offset,Order,LogFreq,LogFreq_Prev,LogFreq_Next,SndPower,Length,Position,Sentence,IsLexical,NGRAM,RNN,CFG
printed,1,8,48.81763268,49.214926,1478,9.93,7.79,15.08,0.0020337,0.39729332,20,59,1,6.146629993,5.952792876,3.586718137
on,1,8,49.19846768,49.429308,1479,15.08,9.93,15.37,0.00039542,0.23084032,21,59,0,1.434401908,2.46735732,3.670947015
it,1,8,49.41284968,49.526218,1480,15.37,15.08,15.9,0.01495,0.11336832,22,59,0,2.278284589,2.15089822,1.253116192
in,1,8,49.50975968,49.701322,1481,15.9,15.37,11.81,0.0043003,0.19156232,23,59,0,4.049363909,4.208624725,2.180152688
large,1,8,49.68486368,50.112885,1482,11.81,15.9,10.4,0.011009,0.42802132,24,59,1,4.286848549,4.731792719,4.43640971
letters,1,8,50.09642668,50.699551,1483,10.4,11.81,15.37,0.0012612,0.60312432,25,59,1,1.957499281,3.211749828,4.317770191
It,1,8,51.05424968,51.274245,1484,15.37,10.4,14.56,0.0026777,0.21999532,26,59,0,2.088240405,2.017438022,0.720338115
was,1,8,51.25778668,51.445247,1485,14.56,15.37,14.35,0.01445,0.18746032,27,59,0,1.76246556,1.347178173,1.357621163
all,1,8,51.42878868,51.729211,1486,14.35,14.56,13.28,0.0026666,0.30042232,28,59,0,2.449772483,2.110755999,5.135874399
very,1,8,51.71275268,52.088395,1487,13.28,14.35,13.22,0.028767,0.37564232,29,59,1,2.471248748,2.617097022,3.12413482
well,1,8,52.07193668,52.339824,1488,13.22,13.28,16.35,0.0021392,0.26788732,30,59,1,3.101707516,2.860097198,3.6709622
to,1,8,52.32336568,52.401924,1489,16.35,13.22,12.79,5.18E-06,0.07855832,31,59,0,4.561140151,5.091908597,4.327282587
say,1,8,52.38546568,52.696036,1490,12.79,16.35,9.9,8.31E-07,0.31057032,32,59,1,0.912174879,0.627535783,2.363417288
Drink,1,8,52.67957768,53.089962,1491,9.9,12.79,14.08,2.82E-06,0.41038432,33,59,1,9.840547596,7.114938866,3.573523541
me,1,8,53.07350368,53.465266,1492,14.08,9.9,14.57,0.0077876,0.39176232,34,59,0,3.05917687,2.769408188,1.199082953
but,1,8,53.44880768,53.596966,1493,14.57,14.08,16.96,0.006774,0.14815832,1,60,0,4.513570141,4.541718127,8.854559869
the,1,8,53.58050768,53.704722,1494,16.96,14.57,9.51,0.0017889,0.12421432,2,60,0,2.92744249,3.525206592,4.600203577
wise,1,8,53.68826368,54.219551,1495,9.51,16.96,12.57,0.0016126,0.53128732,3,60,1,2.066398728,2.255417957,4.504135461
little,1,8,54.20309268,54.465734,1496,12.57,9.51,8.65,0.021926,0.26264132,4,60,1,3.237331874,3.635262275,4.328171755
Alice,1,8,54.44927568,54.925946,1497,8.65,12.57,14.56,0.010521,0.47667032,5,60,1,0.705457938,0.970764392,4.220994773
was,1,8,54.90948768,55.08476,1498,14.56,8.65,14.77,0.011323,0.17527232,6,60,0,3.256944538,3.102274198,1.49947159
not,1,8,55.06830168,55.309075,1499,14.77,14.56,12.63,0.0075341,0.24077332,7,60,0,2.757775012,3.163510662,3.703744321
going,1,8,55.29261668,55.560504,1500,12.63,14.77,16.35,0.0019087,0.26788732,8,60,0,4.278610167,5.727226685,3.744045311
to,1,8,55.54404568,55.680232,1501,16.35,12.63,14.12,0.0070112,0.13618632,9,60,0,2.370677375,3.960150754,4.910600293
do,1,8,55.66377368,55.871796,1502,14.12,16.35,15.48,0.007364,0.20802232,10,60,1,1.023137244,0.809748549,2.577679488
that,1,8,55.85533768,56.207034,1503,15.48,14.12,15.9,0.0020884,0.35169632,11,60,0,5.975451038,5.824430792,3.367148521
in,1,8,56.19057568,56.382612,1504,15.9,15.48,16.18,0.00054713,0.19203632,12,60,0,2.27446105,3.18566136,2.320986736
a,1,8,56.36615368,56.460532,1505,16.18,15.9,8.54,0.007616,0.09437832,13,60,0,1.132687788,1.481108345,4.952926236
hurry,1,8,56.44407368,56.937375,1506,8.54,16.18,13.96,0.0018947,0.49330132,14,60,1,0.824339779,0.805828406,4.453723783
No,1,9,0.432017422,0.893912,1507,13.96,8.54,15.79,3.54E-09,0.461894578,1,61,0,4.669435007,7.220428616,3.846226029
I,1,9,1.046814784,1.237155,1508,15.79,13.96,14.35,3.66E-09,0.190340216,2,61,0,1.24655684,2.357809267,0.856227547
ll,1,9,1.198493784,1.432687,1509,14.35,15.79,12.44,4.07E-09,0.234193216,3,61,0,1.785715735,2.918569832,3.98341624
look,1,9,1.394025784,1.791871,1510,12.44,14.35,13.16,4.19E-09,0.397845216,4,61,1,0.778503815,0.638753553,4.291941524
first,1,9,1.753209784,2.172502,1511,13.16,12.44,13.1,3.82E-09,0.419292216,5,61,1,3.616151266,3.550133601,4.746580655
she,1,9,2.133840784,2.39051,1512,13.1,13.16,12.77,3.37E-09,0.256669216,6,61,0,3.748662978,3.528598834,1.471117691
said,1,9,2.351848784,2.74824,1513,12.77,13.1,16.19,3.61E-09,0.396391216,7,61,1,1.450426889,1.969212106,1.402283417
and,1,9,2.709578784,2.828324,1514,16.19,12.77,13.27,3.66E-09,0.118745216,8,61,0,5.301232512,6.394783479,9.305215459
see,1,9,2.789662784,3.156769,1515,13.27,16.19,11.63,3.67E-09,0.367106216,9,61,1,6.644155163,4.278271425,2.286075804
whether,1,9,3.118107784,3.480034,1516,11.63,13.27,15.37,3.62E-09,0.361926216,10,61,0,2.685941639,2.789991648,4.786032876
it,1,9,3.441372784,3.57018,1517,15.37,11.63,15.68,3.64E-09,0.128807216,11,61,0,1.897106628,2.170839787,1.17893284
s,1,9,3.531518784,3.659626,1518,15.68,15.37,9.64,4.10E-09,0.128107216,12,61,0,5.010895996,4.217488907,2.794049145
marked,1,9,3.620964784,3.972502,1519,9.64,15.68,8.54,3.79E-09,0.351537216,13,61,1,4.53393356,4.744528949,4.293298372
poison,1,9,3.980148784,4.508925,1520,8.54,9.64,14.78,3.41E-09,0.528776216,14,61,1,4.966083186,5.468164894,3.22800556
or,1,9,4.470263784,4.630133,1521,14.78,8.54,14.77,3.54E-09,0.159869216,15,61,0,2.702308779,3.336393565,8.790177334
not,1,9,4.591471784,5.00025,1522,14.77,14.78,15.42,3.99E-09,0.408778216,16,61,0,3.387104324,3.260448968,3.313896592
for,1,9,5.488719784,5.623163,1523,15.42,14.77,13.1,3.78E-09,0.134443216,17,61,0,2.690741825,3.218242338,3.60661329
she,1,9,5.584501784,5.843773,1524,13.1,15.42,13.53,3.97E-09,0.259271216,18,61,0,1.66344885,1.854025599,1.733436596
had,1,9,5.805111784,6.030238,1525,13.53,13.1,12.58,3.53E-09,0.225126216,19,61,0,1.219911654,1.500414443,1.397218226
read,1,9,5.991576784,6.257721,1526,12.58,13.53,12.05,3.75E-09,0.266144216,20,61,1,3.654884948,4.062225109,3.908033205
several,1,9,6.219059784,6.78666,1527,12.05,12.58,11.64,3.81E-09,0.567600216,21,61,1,5.861508904,4.823801024,5.042631559
nice,1,9,6.747998784,7.107789,1528,11.64,12.05,12.57,3.94E-09,0.359790216,22,61,1,4.229113438,3.46169817,4.438943987
little,1,9,7.069127784,7.347245,1529,12.57,11.64,10.6,4.25E-09,0.278117216,23,61,1,3.337740473,3.794241567,4.403100794
histories,1,9,7.308583784,7.996575,1530,10.6,12.57,14.08,3.75E-09,0.687991216,24,61,1,2.200222601,3.119881682,5.02132793
about,1,9,7.957913784,8.305068,1531,14.08,10.6,11.47,3.91E-09,0.347154216,25,61,0,2.141374645,2.496281819,2.280046002
children,1,9,8.266406784,8.749795,1532,11.47,14.08,13.74,3.78E-09,0.483388216,26,61,1,4.088894853,4.373336517,5.369048531
who,1,9,8.711133784,8.849393,1533,13.74,11.47,13.53,3.63E-09,0.138259216,27,61,0,7.534896963,7.488985274,4.616503496
d,1,9,8.810731784,8.915652,1534,13.53,13.74,12.61,3.93E-09,0.104920216,28,61,0,0.445626688,2.834190891,2.39222512
gotten,1,9,8.876990784,9.358674,1535,12.61,13.53,7.8,3.87E-09,0.481683216,29,61,0,2.717649443,4.444867079,3.327453605
burnt,1,9,9.320012784,9.753776,1536,7.8,12.61,16.19,3.68E-09,0.433763216,30,61,1,5.861508904,4.825770116,4.783825404
and,1,9,10.15810778,10.364388,1537,16.19,7.8,8.36,4.06E-09,0.20628022,1,62,0,4.229113438,4.294939418,8.721914779
eaten,1,9,10.32572678,10.655298,1538,8.36,16.19,13.74,3.87E-09,0.32957122,2,62,1,7.518619515,6.548073515,3.055959728
up,1,9,10.61663678,10.867245,1539,13.74,8.36,14.4,3.60E-09,0.25060822,3,62,0,1.853512966,5.102306659,7.089507709
by,1,9,10.82858378,11.046837,1540,14.4,13.74,10.08,3.87E-09,0.21825322,4,62,0,1.379955506,1.864637607,2.547682814
wild,1,9,11.00817578,11.453912,1541,10.08,14.4,8.13,4.13E-09,0.44573622,5,62,1,5.995083633,5.058223953,4.347315103
beasts,1,9,11.41525078,11.992687,1542,8.13,10.08,16.19,3.89E-09,0.57743622,6,62,1,1.957499281,2.891459646,4.883737421
and,1,9,11.95402578,12.076522,1543,16.19,8.13,13.71,3.74E-09,0.12249622,7,62,0,2.574331499,3.064687992,8.645967705
other,1,9,12.03786078,12.344911,1544,13.71,16.19,8.02,3.97E-09,0.30705022,8,62,0,6.330199739,4.916861535,5.285670638
unpleasant,1,9,12.30624978,12.938538,1545,8.02,13.71,12.48,3.61E-09,0.63228822,9,62,1,3.175441032,3.419926006,4.288066098
things,1,9,12.89987678,13.393503,1546,12.48,8.02,14.35,3.96E-09,0.49362622,10,62,1,2.200222601,3.375008031,5.014466846
all,1,9,13.70205278,13.968197,1547,14.35,12.48,13.13,3.82E-09,0.26614422,11,62,0,4.088894853,3.831119965,3.157936249
because,1,9,13.92953578,14.351327,1548,13.13,14.35,14.3,3.71E-09,0.42179122,12,62,0,2.586406708,3.135501322,3.410987859
they,1,9,14.31266578,14.518946,1549,14.3,13.13,14.06,3.58E-09,0.20628022,13,62,0,1.66344885,1.869624022,2.011043282
would,1,9,14.48028478,14.949966,1550,14.06,14.3,14.77,3.61E-09,0.46968122,14,62,0,1.219911654,1.469062263,1.576080402
not,1,9,14.91130478,15.177449,1551,14.77,14.06,11.87,4.04E-09,0.26614422,15,62,0,2.449772483,2.433837866,3.665612617
