praatword,parsedword,k_10distance,k_10surprisal,k_10entropy,k_10Hdelta,k_20distance,k_20surprisal,k_20entropy,k_20Hdelta,k_40distance,k_40surprisal,k_40entropy,k_40Hdelta,k_60distance,k_60surprisal,k_60entropy,k_60Hdelta,k_80distance,k_80surprisal,k_80entropy,k_80Hdelta,k_100distance,k_100surprisal,k_100entropy,k_100Hdelta
was,was,18,1.99969,1.644848,0.115509,19,1.991583,1.931309,0.116787,19,1.98861,2.209872,0.14176,19,1.99549,2.617283,0.126672,19,1.993736,2.713849,0.127787,19,1.996194,2.898873,0.119771
coming,coming,18,5.389198,1.08599,-0.558858,19,5.339874,1.566396,-0.364913,19,5.306846,1.979097,-0.230775,19,5.319076,2.318718,-0.298565,19,5.326803,2.377762,-0.336087,20,5.339079,2.501286,-0.397587
to,to,16,2.66383,1.968303,0.882313,16,2.687741,2.451711,0.885315,17,2.697317,2.858196,0.879099,17,2.687017,3.196125,0.877407,17,2.670851,3.263595,0.885833,17,2.664146,3.389403,0.888117
but,but,20,6.90393,2.436072,0.467769,20,6.877641,2.789022,0.337311,20,6.855315,3.163813,0.305617,21,6.876541,3.578148,0.382023,21,6.866373,3.707789,0.444194,22,6.871143,3.874522,0.485119
it,it,9,3.056752,2.302986,-0.133086,9,3.047087,2.656923,-0.132099,15,3.021193,3.104194,-0.059619,14,3.004338,3.443576,-0.134572,13,2.994713,3.631785,-0.076004,13,2.983213,3.795164,-0.079358
was,was,10,1.727191,1.951116,-0.35187,10,1.725142,2.367911,-0.289012,20,1.724764,2.826496,-0.277698,21,1.72596,3.168885,-0.274691,21,1.723396,3.367279,-0.264506,21,1.72303,3.536369,-0.258795
too,too,14,4.471821,1.988801,0.037685,17,4.458596,2.350124,-0.017787,19,4.459557,2.845283,0.018787,19,4.461888,3.194237,0.025352,19,4.462484,3.422225,0.054946,19,4.462148,3.588657,0.052288
dark,<UNK>,9,2.417097,1.875997,-0.112804,9,2.425915,2.360263,0.010139,10,2.421211,2.838603,-0.00668,10,2.418567,3.176538,-0.017699,10,2.420961,3.362281,-0.059944,10,2.420256,3.536819,-0.051838
to,to,12,2.130216,2.79284,0.916843,14,2.076691,3.225544,0.865281,14,2.064841,3.707148,0.868545,14,2.064873,4.057035,0.880497,14,2.054852,4.23933,0.877049,14,2.053763,4.421004,0.884185
see,see,13,2.99415,1.687542,-1.1053,13,3.007795,2.211445,-1.0141,15,3.018073,2.681462,-1.02569,16,3.009189,3.056578,-1.00046,17,3.019353,3.226664,-1.01267,17,3.015434,3.414205,-1.0068
anything,anything,17,5.792299,2.053397,0.365855,20,5.770227,2.655543,0.444098,23,5.741716,2.987711,0.306249,23,5.780402,3.254348,0.19777,23,5.734811,3.576762,0.350098,23,5.736821,3.737673,0.323468
then,then,14,5.447496,3.040562,0.987165,15,5.441342,3.755527,1.09998,16,5.387741,4.236495,1.24878,15,5.343117,4.504151,1.2498,16,5.355937,4.797048,1.22029,16,5.347072,4.970166,1.23249
she,she,13,3.00863,2.308844,-0.731718,13,3.033466,2.77594,-0.979587,13,2.940986,3.382707,-0.853788,13,2.892131,3.784338,-0.719813,13,2.863667,3.991781,-0.805267,13,2.876504,4.143404,-0.826762
looked,looked,10,4.213618,2.393282,0.084438,10,4.181513,2.879114,0.103174,10,4.159819,3.487769,0.105062,10,4.126091,3.915639,0.131301,10,4.115141,4.142732,0.150951,10,4.096257,4.300413,0.157009
at,at,11,2.927015,2.199147,-0.194135,11,2.897151,2.758841,-0.120273,11,2.880845,3.400894,-0.086875,11,2.873282,3.791879,-0.12376,11,2.865867,4.04586,-0.096872,13,2.861778,4.228946,-0.071467
the,the,6,1.154091,2.702893,0.503746,5,1.112664,3.2558,0.496959,5,1.101981,3.890858,0.489964,5,1.111679,4.284926,0.493047,5,1.107695,4.539931,0.494071,5,1.100752,4.714292,0.485346
sides,sides,14,11.406785,2.09457,-0.608323,15,11.433656,2.621509,-0.634291,15,11.392211,3.309202,-0.581656,15,11.401521,3.684302,-0.600624,15,11.409748,3.88884,-0.651091,15,11.411325,4.08571,-0.628582
of,of,13,1.893144,1.175396,-0.919174,14,1.84587,1.665219,-0.95629,14,1.809853,2.374071,-0.935131,14,1.883127,2.606514,-1.07779,14,1.916021,2.755938,-1.1329,14,1.862204,3.043595,-1.04211
the,the,7,0.966358,1.588927,0.413531,6,0.981764,2.072409,0.40719,6,0.978611,2.783104,0.409033,6,0.975571,3.020137,0.413623,6,0.976741,3.161901,0.405963,6,0.975844,3.451961,0.408366
well,well,16,6.277542,1.514854,-0.074073,17,6.298228,1.993195,-0.079214,17,6.295552,2.6932,-0.089904,17,6.291109,2.933556,-0.086581,17,6.284184,3.074882,-0.087019,17,6.286479,3.365934,-0.086027
and,and,14,2.866663,2.384394,0.86954,14,2.18114,2.574235,0.58104,15,2.100196,3.301615,0.608415,15,2.128667,3.516154,0.582598,15,2.135713,3.664966,0.590084,15,2.154935,3.915948,0.550014
noticed,noticed,15,9.232874,0.085567,-2.29883,16,7.954029,0.974849,-1.59939,16,7.911064,1.750082,-1.55153,16,7.969522,1.90137,-1.61478,16,8.000235,2.080576,-1.58439,16,7.98655,2.247997,-1.66795
that,that,12,3.037863,1.354976,1.26941,12,3.165532,2.05151,1.07666,12,3.175013,2.825914,1.07583,12,3.159852,3.014562,1.11319,12,3.151591,3.21571,1.13513,12,3.158696,3.370024,1.12203
they,they,11,3.434238,1.141874,-0.213102,13,3.400726,1.799215,-0.252295,13,3.397361,2.538372,-0.287542,13,3.40048,2.749135,-0.265427,13,3.403917,2.954547,-0.261163,13,3.406802,3.106166,-0.263858
were,were,10,2.476971,1.140464,-0.00141,15,2.466255,1.779167,-0.020048,10,2.464865,2.52865,-0.009722,15,2.465276,2.730159,-0.018976,15,2.465978,2.935728,-0.018819,15,2.464902,3.08764,-0.018526
filled,filled,14,10.394607,0.265407,-0.875057,15,10.14451,0.735041,-1.04413,15,10.155103,1.507675,-1.02097,16,10.106146,1.79521,-0.934949,16,10.08837,2.00658,-0.929148,16,10.054041,2.241364,-0.846276
with,with,14,3.886231,0.540443,0.275036,16,3.93685,0.998718,0.263677,16,3.944658,1.742253,0.234578,16,3.937495,2.051508,0.256298,16,3.931794,2.279532,0.272952,16,3.933415,2.504826,0.263462
cupboards,<UNK>,6,3.387586,1.240905,0.700462,7,3.391895,1.722597,0.723879,7,3.388248,2.461686,0.719433,7,3.389231,2.777794,0.726286,7,3.390625,3.010374,0.730842,7,3.389676,3.23432,0.729494
and,and,15,2.54518,1.689546,0.448641,16,2.318296,2.166025,0.443428,16,2.309621,2.944984,0.483298,16,2.314364,3.241886,0.464092,16,2.325165,3.456291,0.445917,16,2.318281,3.675147,0.440827
book-shelves,<UNK>,8,2.394964,1.675941,-0.013605,7,2.431336,2.278319,0.112294,7,2.437292,3.05771,0.112726,7,2.429567,3.359228,0.117342,7,2.421285,3.585237,0.128946,7,2.436747,3.814001,0.138854
here,here,17,6.403899,1.861975,0.186034,19,6.542804,2.302429,0.02411,19,6.55358,3.029585,-0.028125,19,6.545714,3.374999,0.015771,20,6.5256,3.627691,0.042454,20,6.525804,3.864223,0.050222
and,and,15,2.281882,2.266999,0.405024,15,2.138135,2.698308,0.395879,16,2.132412,3.423639,0.394054,16,2.130906,3.760436,0.385437,16,2.151712,4.020262,0.392571,16,2.143127,4.239012,0.374789
there,there,16,5.540329,2.147198,-0.119801,17,5.588236,2.674523,-0.023785,18,5.598651,3.412787,-0.010852,18,5.592456,3.765368,0.004932,18,5.598219,3.935495,-0.084767,18,5.520902,4.153763,-0.085249
she,she,12,3.339129,2.096477,-0.050721,13,3.395927,2.621171,-0.053352,13,3.35601,3.459079,0.046292,13,3.35187,3.768883,0.003515,13,3.360267,3.909977,-0.025518,13,3.387373,4.121826,-0.031937
saw,saw,10,5.293935,1.758477,-0.338,10,5.211537,2.258141,-0.36303,10,5.226229,3.068547,-0.390532,10,5.211905,3.392594,-0.376289,18,5.217584,3.555003,-0.354974,18,5.226816,3.796895,-0.324931
maps,<UNK>,6,4.25966,3.30206,1.54358,6,4.17394,3.758251,1.50011,6,4.204926,4.512107,1.44356,6,4.19308,4.871261,1.47867,6,4.154221,5.064341,1.50934,6,4.1588,5.316538,1.51964
and,and,12,3.778046,2.914439,-0.387621,12,3.566367,3.429514,-0.328737,12,3.632899,4.135353,-0.376754,12,3.565873,4.441818,-0.429443,12,3.547989,4.714317,-0.350024,12,3.564942,4.955552,-0.360986
pictures,<UNK>,6,2.375298,2.145368,-0.769071,6,2.416119,2.756842,-0.672672,6,2.398818,3.434915,-0.700438,6,2.353438,3.813996,-0.627822,6,2.393757,4.039427,-0.67489,6,2.403608,4.301852,-0.6537
hung,<UNK>,8,3.617728,2.933138,0.78777,8,3.797968,3.553125,0.796283,8,3.895091,4.232905,0.79799,8,3.849601,4.689333,0.875337,8,3.839413,4.891878,0.852451,8,3.825773,5.127686,0.825834
up,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
on,upon,12,5.318227,1.841132,-1.09201,14,5.281642,2.419851,-1.13327,15,5.20203,3.202655,-1.03025,15,5.244194,3.635262,-1.05407,15,5.240202,3.856297,-1.03558,15,5.237504,4.103011,-1.02467
pegs,<UNK>,5,3.722058,2.628486,0.787354,5,3.739261,3.161358,0.741507,5,3.782672,3.926123,0.723468,5,3.770237,4.337256,0.701994,5,3.767417,4.561725,0.705428,5,3.768502,4.800521,0.69751
she,she,9,3.54883,0.936411,-1.69207,9,3.543268,0.968648,-2.19271,9,3.540295,0.980348,-2.94578,9,3.539265,0.983497,-3.35376,9,3.538815,0.984976,-3.57675,9,3.538568,0.986161,-3.81436
took,took,11,5.008044,1.736363,0.799952,11,5.002839,1.764691,0.796043,12,5.001557,1.788457,0.808109,12,5.000505,1.799499,0.816002,12,4.999883,1.803912,0.818936,12,4.999522,1.807832,0.821671
down,down,11,5.529431,2.124192,0.387829,11,5.485048,2.255527,0.490836,12,5.465733,2.352628,0.564171,12,5.461454,2.39436,0.594861,12,5.458783,2.415414,0.611502,12,5.456869,2.43223,0.624398
a,a,7,2.811927,2.597577,0.473385,7,2.75732,2.820479,0.564952,7,2.709579,2.919644,0.567016,7,2.697422,2.961576,0.567216,7,2.694294,2.990576,0.575162,8,2.69256,3.0092,0.57697
jar,<UNK>,4,1.62574,2.066782,-0.530795,4,1.632205,2.413448,-0.407031,5,1.638657,2.669552,-0.250092,5,1.632997,2.765549,-0.196027,5,1.630886,2.803659,-0.186917,5,1.630479,2.830313,-0.178887
from,from,12,6.323652,2.256809,0.190027,12,6.28069,2.57736,0.163912,13,6.256566,2.826201,0.156649,13,6.248784,2.965204,0.199655,13,6.240962,3.049165,0.245506,13,6.235129,3.105375,0.275062
one,one,9,4.227688,2.778389,0.52158,10,4.123807,3.178989,0.601629,11,4.073492,3.429994,0.603793,11,4.047362,3.561556,0.596352,11,4.037208,3.643449,0.594284,11,4.032408,3.69386,0.588485
of,of,13,3.467836,1.560813,-1.21758,14,3.513547,1.982396,-1.19659,14,3.392617,2.54847,-0.881524,14,3.317144,2.93001,-0.631546,14,3.297385,3.072625,-0.570824,15,3.285612,3.171378,-0.522482
the,the,6,1.199982,2.035522,0.474709,6,1.200779,2.467746,0.48535,6,1.19493,3.030421,0.481951,6,1.207529,3.394502,0.464492,6,1.204177,3.540308,0.467683,6,1.205407,3.64047,0.469092
shelves,<UNK>,9,2.735172,1.968807,-0.066715,8,2.734664,2.427528,-0.040218,9,2.735011,2.999393,-0.031028,9,2.72972,3.344055,-0.050447,9,2.729285,3.508546,-0.031762,9,2.727579,3.613675,-0.026795
as,as,13,4.276368,2.488258,0.519451,13,4.272593,3.061956,0.634428,12,4.24209,3.640992,0.641599,13,4.277607,3.9517,0.607645,13,4.269945,4.132302,0.623756,13,4.258194,4.239993,0.626318
she,she,9,0.843859,1.636289,-0.851969,9,0.862877,2.159807,-0.902149,9,0.882696,2.752658,-0.888334,8,0.887125,3.043862,-0.907838,9,0.89468,3.225162,-0.90714,9,0.902795,3.34692,-0.893073
passed,passed,15,7.725638,1.993225,0.356936,15,7.712545,2.523642,0.363835,16,7.68704,3.121737,0.369079,18,7.680181,3.421499,0.377637,18,7.680065,3.594554,0.369392,18,7.677963,3.717121,0.370201
it,it,12,5.508324,2.998583,1.00536,13,5.487457,3.517663,0.994021,13,5.47324,4.153672,1.03194,13,5.456052,4.446624,1.02513,13,5.43744,4.651332,1.05678,13,5.419618,4.796417,1.0793
was,was,18,2.893143,1.965259,-1.03332,20,2.89514,2.487316,-1.03035,20,2.82487,3.210292,-0.94338,21,2.816277,3.508402,-0.938222,21,2.817042,3.692037,-0.959295,21,2.805811,3.864145,-0.932272
labelled,<UNK>,5,3.184497,2.97593,1.01067,6,3.164401,3.508628,1.02131,6,3.198031,4.190416,0.980124,6,3.181129,4.517644,1.00924,6,3.165,4.73148,1.03944,5,3.161113,4.907059,1.04291
orange,<UNK>,14,4.364982,3.176371,0.200441,14,4.331079,3.814177,0.305549,14,4.326659,4.487483,0.297067,14,4.278926,4.824861,0.307217,14,4.248423,5.067792,0.336312,14,4.227308,5.261675,0.354616
marmalade,<UNK>,14,4.960551,3.657306,0.480935,14,4.679034,4.107991,0.293814,14,4.506739,4.691729,0.204246,14,4.49178,5.016433,0.191572,14,4.432762,5.222978,0.155186,14,4.364292,5.381353,0.119678
but,but,19,4.74416,2.72771,-0.929596,20,4.757836,3.400972,-0.707019,20,4.774672,4.068752,-0.622977,20,4.559049,4.277038,-0.739395,20,4.513701,4.512166,-0.710812,21,4.477708,4.707466,-0.673887
to,to,9,4.99446,3.017601,0.289891,9,5.082901,3.656015,0.255043,9,5.139166,4.303821,0.235069,9,5.066608,4.543913,0.266875,9,5.006917,4.775066,0.2629,9,4.983196,4.945279,0.237813
her,her,10,4.728595,1.021126,-1.99647,10,4.301129,2.099739,-1.55628,14,4.37996,2.601326,-1.7025,14,4.336203,2.684097,-1.85982,13,4.264776,3.135936,-1.63913,15,4.323676,3.288955,-1.65632
great,great,12,8.146435,1.616942,0.595816,12,8.226122,2.547412,0.447673,12,8.231373,3.118812,0.517486,12,8.256045,3.264217,0.58012,12,8.240629,3.666408,0.530472,12,8.213912,3.856865,0.56791
disappointment,<UNK>,7,1.870472,1.57113,-0.045812,7,1.829408,2.514927,-0.032485,7,1.814222,3.065208,-0.053604,7,1.784922,3.165656,-0.098561,7,1.803038,3.584831,-0.081577,7,1.816992,3.776176,-0.080689
it,it,11,3.100539,1.01846,-0.55267,10,2.915091,2.156361,-0.358566,10,2.776806,2.760296,-0.304912,11,2.706362,2.778845,-0.386811,11,2.78153,3.208228,-0.376603,11,2.834809,3.334025,-0.442151
was,was,11,1.796452,0.973926,-0.044534,11,1.800588,2.093385,-0.062976,11,1.798226,2.743361,-0.016935,11,1.79187,2.774379,-0.004466,11,1.796949,3.174576,-0.033652,11,1.797618,3.308757,-0.025268
empty,<UNK>,7,3.222299,2.144182,1.17026,7,3.273274,3.18539,1.092,7,3.284629,3.846183,1.10282,7,3.260898,3.914277,1.1399,7,3.263761,4.277323,1.10275,7,3.243604,4.425079,1.11632
she,she,11,4.463579,2.727395,0.583213,11,4.546262,3.751546,0.566156,11,4.489803,4.42798,0.581797,11,4.377683,4.555785,0.641508,11,4.433924,4.917335,0.640012,11,4.445148,5.088693,0.663614
did,did,10,3.758746,2.187435,-0.53996,15,3.801081,3.036346,-0.7152,10,3.79923,3.727794,-0.700186,15,3.75442,3.908559,-0.647226,15,3.7589,4.239519,-0.677816,15,3.765,4.435151,-0.653542
not,not,15,0.405023,1.918348,-0.269087,15,0.397714,2.717378,-0.318968,15,0.395322,3.40728,-0.320514,15,0.40073,3.602594,-0.305965,15,0.40651,3.932355,-0.307164,15,0.412346,4.139273,-0.295878
like,like,15,2.632745,1.858642,-0.059706,15,2.583691,2.656213,-0.061165,15,2.5495,3.342909,-0.064371,15,2.539657,3.512888,-0.089706,15,2.551273,3.845953,-0.086402,15,2.564092,4.050493,-0.08878
to,to,12,1.514367,1.961146,0.102504,11,1.506306,2.755228,0.099015,11,1.504626,3.441152,0.098243,13,1.506119,3.614033,0.101145,12,1.506121,3.949177,0.103224,13,1.508064,4.153416,0.102923
drop,<UNK>,5,2.559887,1.988633,0.027487,5,2.569493,2.785922,0.030694,5,2.572064,3.474114,0.032962,5,2.578688,3.64982,0.035787,5,2.578052,3.98436,0.035183,5,2.576383,4.186982,0.033566
the,the,9,2.002567,2.749103,0.76047,8,1.994491,3.531278,0.745356,8,1.998991,4.22018,0.746066,8,1.986284,4.397726,0.747906,8,1.994673,4.732773,0.748413,8,1.992604,4.931877,0.744895
jar,<UNK>,13,2.278682,2.054821,-0.694282,13,2.291964,2.848367,-0.682911,12,2.289099,3.535792,-0.684388,12,2.288831,3.708847,-0.688879,12,2.291893,4.027691,-0.705082,12,2.290479,4.237413,-0.694464
for,for,17,4.419819,2.757666,0.702845,17,4.453768,3.581072,0.732705,17,4.443627,4.224886,0.689094,20,4.419793,4.353984,0.645137,20,4.418028,4.684501,0.65681,20,4.410101,4.921621,0.684208
fear,fear,17,7.951094,2.298996,-0.45867,17,7.961264,3.275413,-0.305659,17,7.965137,3.883341,-0.341545,20,7.957819,3.984514,-0.36947,20,7.971691,4.299757,-0.384744,20,7.974036,4.526153,-0.395468
of,of,18,2.897159,1.340152,-0.958844,18,3.003572,1.95255,-1.32286,18,3.01525,2.657852,-1.22549,21,2.865504,2.983687,-1.00083,21,2.888226,3.267699,-1.03206,21,2.945071,3.380214,-1.14594
killing,<UNK>,5,3.06695,1.994318,0.654166,5,3.068613,2.588301,0.635751,5,3.069897,3.287472,0.62962,5,3.060835,3.638839,0.655152,5,3.061457,3.914132,0.646433,5,3.058581,4.025111,0.644897
somebody,somebody,21,9.311206,1.995237,0.000919,20,9.267725,2.855506,0.267205,20,9.330885,3.473168,0.185696,21,9.241635,3.718076,0.079237,21,9.236226,4.004124,0.089992,21,9.182449,4.213594,0.188483
undernearth,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
so,so,19,5.788853,2.800834,0.805597,21,5.527362,3.694902,0.839396,21,5.507515,4.256077,0.782909,19,5.644558,4.26446,0.546384,19,5.650807,4.555928,0.551804,19,5.647029,4.794523,0.580929
she,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
managed,managed,22,11.019119,1.438888,-1.36195,22,11.629829,2.094498,-1.6004,22,11.62701,2.830531,-1.42555,23,11.064687,3.0929,-1.17156,23,11.044325,3.361522,-1.19441,23,11.056727,3.564131,-1.23039
to,to,18,2.526942,1.555773,0.116885,17,2.944723,2.404328,0.30983,18,2.946779,3.22926,0.398729,18,2.613672,3.200165,0.107265,18,2.649529,3.471706,0.110184,18,2.649684,3.68051,0.116379
put,put,22,4.521698,1.247596,-0.308177,22,4.534948,1.964321,-0.440007,22,4.534925,2.72236,-0.5069,23,4.537284,2.835278,-0.364887,23,4.539971,3.085921,-0.385785,23,4.541506,3.28233,-0.39818
it,it,10,2.505288,1.516676,0.26908,9,2.487906,2.250531,0.28621,9,2.491027,3.003283,0.280923,10,2.50082,3.104233,0.268955,10,2.497919,3.359214,0.273293,10,2.497319,3.558267,0.275937
into,into,25,3.516484,1.119806,-0.39687,25,3.591804,1.895093,-0.355438,25,3.598011,2.637194,-0.366089,26,3.52724,2.738157,-0.366076,26,3.535383,2.989426,-0.369788,26,3.53874,3.184043,-0.374224
one,one,15,3.840693,1.794212,0.674406,16,3.811189,2.568833,0.67374,19,3.819711,3.309357,0.672163,20,3.838396,3.413191,0.675034,18,3.83212,3.66746,0.678034,18,3.831657,3.864238,0.680195
of,of,26,2.724925,1.118784,-0.675428,26,2.740062,1.8578,-0.711033,26,2.769864,2.478975,-0.830382,27,2.717878,2.710123,-0.703068,27,2.720802,2.969556,-0.697904,27,2.727573,3.137278,-0.72696
the,the,5,1.17941,1.548901,0.430117,5,1.179609,2.288142,0.430342,5,1.174898,2.905072,0.426097,5,1.174546,3.144049,0.433926,5,1.173742,3.403847,0.434291,6,1.171018,3.574316,0.437038
cupboards,<UNK>,13,2.649567,1.490492,-0.058409,13,2.644886,2.231177,-0.056965,13,2.642081,2.876784,-0.028288,12,2.646491,3.111855,-0.032194,12,2.645959,3.376321,-0.027526,12,2.645557,3.55809,-0.016226
as,as,14,4.512095,3.082337,1.59184,14,4.339778,3.582215,1.35104,14,4.390672,4.301139,1.42436,14,4.351171,4.549968,1.43811,14,4.352856,4.820527,1.44421,14,4.346466,5.018157,1.46007
she,she,8,0.958172,1.945756,-1.13658,9,0.978565,2.407694,-1.17452,9,0.982579,3.123654,-1.17748,9,0.968945,3.445554,-1.10441,9,0.96983,3.708094,-1.11243,9,0.96931,3.902692,-1.11547
fell,fell,18,8.876595,2.145494,0.199738,18,8.842494,2.659991,0.252297,18,8.841748,3.362733,0.239079,21,8.859123,3.682321,0.236767,21,8.858095,3.941047,0.232953,21,8.858983,4.137509,0.234817
past,<UNK>,11,4.461974,3.451754,1.30626,10,4.395064,3.996763,1.33677,10,4.399662,4.71289,1.35016,10,4.350165,5.04166,1.35934,11,4.341347,5.28504,1.34399,10,4.33341,5.495229,1.35772
it,it,14,4.822917,3.48904,0.037286,14,4.748316,4.087353,0.09059,14,4.743708,4.762367,0.049477,14,4.712551,5.135632,0.093972,14,4.705605,5.372408,0.087368,14,4.70679,5.577642,0.082413
well,well,9,4.967359,1.854237,-1.6348,9,4.928271,1.988356,-2.099,9,4.909335,2.067378,-2.69499,9,4.903142,2.085791,-3.04984,9,4.899745,2.093565,-3.27884,9,4.897727,2.098805,-3.47884
thought,thought,9,4.339083,0.425776,-1.42846,9,4.332224,0.466519,-1.52184,9,4.328696,0.495858,-1.57152,9,4.327921,0.500957,-1.58483,9,4.327545,0.504978,-1.58859,9,4.32733,0.506666,-1.59214
alice,alice,6,0.148702,0.243358,-0.182418,7,0.153446,0.254943,-0.211576,7,0.155319,0.268827,-0.227031,7,0.1558,0.270699,-0.230258,7,0.156044,0.271367,-0.233611,8,0.15614,0.272794,-0.233872
to,to,12,4.566555,1.850277,1.60692,12,4.526498,1.989855,1.73491,12,4.506157,2.060345,1.79152,12,4.499379,2.086887,1.81619,12,4.495768,2.101001,1.82963,12,4.493408,2.10896,1.83617
herself,herself,12,0.915302,0.602759,-1.24752,12,0.935712,0.721628,-1.26823,12,0.951049,0.767843,-1.2925,12,0.955485,0.789913,-1.29697,12,0.957801,0.802568,-1.29843,12,0.959847,0.806181,-1.30278
after,after,13,5.000279,2.253798,1.65104,13,4.942019,2.403158,1.68153,14,4.912591,2.529504,1.76166,14,4.904213,2.58544,1.79553,14,4.899608,2.612907,1.81034,14,4.895733,2.637308,1.83113
such,such,11,5.470577,1.771385,-0.482413,11,5.472568,2.066766,-0.336392,12,5.473109,2.256108,-0.273396,12,5.47075,2.316615,-0.268825,12,5.470923,2.353815,-0.259092,12,5.470628,2.38177,-0.255538
a,a,8,0.780345,1.765363,-0.006022,8,0.79785,1.988155,-0.078611,9,0.805451,2.133379,-0.122729,9,0.807257,2.199484,-0.117131,9,0.808222,2.227656,-0.126159,9,0.810055,2.246034,-0.135736
fall,fall,13,10.223308,1.663489,-0.101874,14,10.227443,1.881735,-0.10642,14,10.214047,2.098594,-0.034785,15,10.2034,2.222167,0.022683,15,10.200763,2.266662,0.039006,15,10.198073,2.30253,0.056496
as,as,11,2.991197,1.905364,0.241875,12,2.980943,2.117701,0.235966,12,2.982813,2.224362,0.125768,11,2.9883,2.308369,0.086202,11,2.987789,2.346439,0.079777,12,2.988123,2.365071,0.062541
this,this,9,5.920321,2.239528,0.334164,9,5.84348,2.473863,0.356162,9,5.818191,2.683476,0.459114,9,5.805684,2.816096,0.507727,9,5.797828,2.878951,0.532512,10,5.790842,2.943421,0.57835
i,i,10,5.317899,2.196567,-0.042961,12,5.33956,2.592154,0.118291,12,5.313727,2.900785,0.217309,12,5.292063,3.111847,0.295751,12,5.283159,3.210529,0.331578,12,5.273343,3.320453,0.377032
shall,shall,10,4.948286,2.010549,-0.186018,10,4.94203,2.404032,-0.188122,15,4.929164,2.74275,-0.158035,15,4.912894,2.974196,-0.137651,15,4.91194,3.088441,-0.122088,15,4.906562,3.201811,-0.118642
think,think,15,4.311431,1.999391,-0.011158,15,4.296358,2.404473,0.000441,16,4.281337,2.766696,0.023946,16,4.265592,3.008868,0.034672,16,4.265547,3.118881,0.03044,16,4.263742,3.234807,0.032996
nothing,nothing,16,7.354006,1.400551,-0.59884,16,6.860512,2.205635,-0.198838,17,6.684865,2.74053,-0.026166,17,6.611383,3.099904,0.091036,17,6.558105,3.332573,0.213692,17,6.541502,3.451382,0.216575
of,of,13,2.969801,1.435961,0.03541,14,2.632601,2.199495,-0.00614,14,2.695236,2.706353,-0.034177,15,2.720742,2.990766,-0.109138,15,2.66801,3.266641,-0.065932,15,2.674731,3.381373,-0.070009
tumbling,<UNK>,7,3.171475,2.323608,0.887647,6,3.159438,3.077019,0.877524,6,3.149108,3.578847,0.872494,6,3.145179,3.860544,0.869778,6,3.144836,4.14926,0.882619,6,3.135756,4.267715,0.886342
down,down,16,5.816481,1.264112,-1.0595,17,5.860703,2.204469,-0.87255,18,5.851931,2.729856,-0.848991,18,5.834998,3.074996,-0.785548,18,5.849195,3.325792,-0.823468,18,5.847878,3.470981,-0.796734
